iter	Logloss
238	0.2824150261
239	0.2823443598
240	0.282278944
241	0.2822201486
242	0.2821551965
243	0.2820968985
244	0.2820575011
245	0.2820574422
246	0.281993287
247	0.2819468104
248	0.2819179004
249	0.2818880896
250	0.281843101
251	0.2818069066
252	0.2817458365
253	0.2817381783
254	0.281718011
255	0.281698958
256	0.2816362018
257	0.281590797
258	0.2815868408
259	0.2815569002
260	0.2814817829
261	0.2814404547
262	0.2814147028
263	0.2813617877
264	0.281326047
265	0.2813084613
266	0.2812854463
267	0.2812666666
268	0.2812004579
269	0.2811638859
270	0.2811535061
271	0.2810904446
272	0.2810539261
273	0.2810035729
274	0.280956959
275	0.2809309603
276	0.2809083028
277	0.2808276464
278	0.2808275691
279	0.2808032256
280	0.2807713415
281	0.2807469424
282	0.2807276481
283	0.2806845566
284	0.2806307787
285	0.2805928592
286	0.2805596944
287	0.2805352528
288	0.2804701139
289	0.2804428348
290	0.2804006101
291	0.2803805096
292	0.2803583027
293	0.2803363592
294	0.2802776059
295	0.2802383117
296	0.2802134175
297	0.2801645567
298	0.2801159045
299	0.2800805097
300	0.280021886
301	0.2800021434
302	0.2799622677
303	0.2799283728
304	0.2798726622
305	0.2797996221
306	0.279761202
307	0.2797280829
308	0.2797078071
309	0.2796214002
310	0.2795983886
311	0.279537403
312	0.2795067639
313	0.2794538632
314	0.2794119492
315	0.2794081916
316	0.2793720004
317	0.2793554816
318	0.2792417157
319	0.2792235484
320	0.2791998426
321	0.2791926583
322	0.2791678022
323	0.2791170784
324	0.279098079
325	0.2790823629
326	0.2790482394
327	0.2790199205
328	0.2790037577
329	0.2789470185
330	0.2788844221
331	0.2788335739
332	0.2787980006
333	0.2787859652
334	0.2787551809
335	0.2786723341
336	0.2786526282
337	0.2785888165
338	0.2785437401
339	0.2785073909
340	0.2784686941
341	0.278456679
342	0.2783918791
343	0.2783706532
344	0.27833657
345	0.2783008346
346	0.2782195355
347	0.2781867235
348	0.2781488687
349	0.2780724334
350	0.2780366559
351	0.2780171713
352	0.2779653893
353	0.2779113678
354	0.2778531519
355	0.2778307199
356	0.2777854756
357	0.2777691082
358	0.2777245488
359	0.2776831742
360	0.2776438422
361	0.2775952865
362	0.2774836526
363	0.2774571823
364	0.2774348267
365	0.2773796337
366	0.2773463404
367	0.2772670776
368	0.2772231951
369	0.2772049352
370	0.2771902175
371	0.27712862
372	0.2771121109
373	0.2770449624
374	0.2770178588
375	0.2769978935
376	0.2769796292
377	0.2769311279
378	0.2769073094
379	0.276876175
380	0.2768450621
381	0.2768036478
382	0.2767663205
383	0.2767482236
384	0.2766555932
385	0.2766192803
386	0.27659471
387	0.2765730869
388	0.2765566949
389	0.2765337625
390	0.2764741356
391	0.2764477328
392	0.2764068182
393	0.2763786181
394	0.2763203218
395	0.2762947859
396	0.2762721388
397	0.2762249091
398	0.2761505258
399	0.2761276151
400	0.2761060644
401	0.2760908426
402	0.276082575
403	0.2760616792
404	0.2760241517
405	0.2759995099
406	0.2759687659
407	0.2759157381
408	0.2758540744
409	0.2757658872
410	0.2757427743
411	0.2757256834
412	0.2756947203
413	0.2756184637
414	0.2755928004
415	0.275535967
416	0.2755040606
417	0.2754781905
418	0.2754559976
419	0.2754368888
420	0.2754074433
421	0.275346111
422	0.2753214312
423	0.2752599478
424	0.2752525948
425	0.2752096813
426	0.275163077
427	0.2751479027
428	0.2751151608
429	0.2750623389
430	0.2750325253
431	0.2750084099
432	0.27495207
433	0.2749077541
434	0.2748649911
435	0.274830909
436	0.2747781199
437	0.2747283399
438	0.2747185542
439	0.2746531874
440	0.2746048275
441	0.2745522418
442	0.2744991387
443	0.2744841247
444	0.2744243287
445	0.2743802796
446	0.2743283609
447	0.2743114749
448	0.2742570756
449	0.2742247388
450	0.2741665226
451	0.274128285
452	0.2740903575
453	0.2740762581
454	0.2740574814
455	0.2740253189
456	0.2740091388
457	0.2739790412
458	0.2739723968
459	0.2739603448
460	0.2739191167
461	0.2739093801
462	0.2738593922
463	0.273820659
464	0.273778008
465	0.2737497674
466	0.2737279314
467	0.2737080935
468	0.2736941826
469	0.2736611747
470	0.2736464371
471	0.2736341654
472	0.2736066545
473	0.273581317
474	0.2735373195
475	0.2734910474
476	0.2734428927
477	0.2734152088
478	0.2733965035
479	0.2733570813
480	0.273321487
481	0.2732896772
482	0.2732565327
483	0.2732318642
484	0.2731976279
485	0.2731837304
486	0.273172907
487	0.2731528263
488	0.2731292471
489	0.2730991172
490	0.2730895266
491	0.2730602452
492	0.2730343296
493	0.2730088384
494	0.2729598426
495	0.2729382305
496	0.2729010836
497	0.2728711681
498	0.2728273405
499	0.2728090359
500	0.2727836075
501	0.272778957
502	0.2727508314
503	0.2727288545
504	0.2726940705
505	0.2726774443
506	0.272654364
507	0.2726394127
508	0.2726192014
509	0.2725846564
510	0.2725674598
511	0.2725462036
512	0.2725116428
513	0.2724817721
514	0.272470126
515	0.2724192949
516	0.272387685
517	0.2723816315
518	0.2723340233
519	0.2723106552
520	0.2722878241
521	0.2722736547
522	0.2722534903
523	0.2722210936
524	0.2721968613
525	0.2721610864
526	0.2721003718
527	0.2720456613
528	0.27202705
529	0.2720032211
530	0.2719836664
531	0.2719406222
532	0.2719101516
533	0.2718750743
534	0.2718584657
535	0.2718467936
536	0.2717918068
537	0.2717602316
538	0.2717415359
539	0.2717326274
540	0.2717124306
541	0.2716931872
542	0.2716604265
543	0.271625965
544	0.2716101148
545	0.2715788392
546	0.2715704471
547	0.271562098
548	0.2715415233
549	0.2714879225
550	0.2714551607
551	0.2714111766
552	0.2713920857
553	0.2713436938
554	0.2713317759
555	0.2713103073
556	0.2712809469
557	0.2712639568
558	0.2712480924
559	0.2712329546
560	0.2712084772
561	0.2711929663
562	0.2711800544
563	0.2711680467
564	0.2711434112
565	0.271132145
566	0.2711146649
567	0.271098956
568	0.2710701547
569	0.2710518095
570	0.2710361561
571	0.2710218847
572	0.2710013869
573	0.2709946292
574	0.2709779732
575	0.2709425675
576	0.2709169907
577	0.2708915567
578	0.2708751323
579	0.2708662457
580	0.2708031556
581	0.2707545878
582	0.2707306349
583	0.2706808799
584	0.2706567109
585	0.2706213649
586	0.2705878349
587	0.2705751973
588	0.2705246716
589	0.2704963849
590	0.2704751608
591	0.2704686342
592	0.2704295493
593	0.2704007012
594	0.2703674275
595	0.2703554675
596	0.2703348958
597	0.2702858794
598	0.2702622231
599	0.2702484872
600	0.2702343211
601	0.2702127834
602	0.2702016077
603	0.2701379631
604	0.2701243281
605	0.2701115648
606	0.2700892459
607	0.2700582435
608	0.2700179543
609	0.2700066778
610	0.2699571129
611	0.2699484695
612	0.2699247208
613	0.269902868
614	0.269874967
615	0.2698243758
616	0.2697988334
617	0.2697687749
618	0.2697420955
619	0.2697339053
620	0.2696903663
621	0.2696699785
622	0.2696568547
623	0.2696384483
624	0.26957885
625	0.2695600518
626	0.2695450078
627	0.2695297755
628	0.2694916778
629	0.26944362
630	0.2694307876
631	0.2694082748
632	0.2693868169
633	0.2693496217
634	0.2693198399
635	0.2692996165
636	0.2692720889
637	0.2692244922
638	0.2692149079
639	0.2691851572
640	0.2691757419
641	0.2691656412
642	0.2691546912
643	0.269148488
644	0.2690965182
645	0.2690534575
646	0.2690113052
647	0.2690012548
648	0.2689668006
649	0.2689207108
650	0.2689078367
651	0.2688942542
652	0.2688831483
653	0.2688633385
654	0.2688452822
655	0.2688061872
656	0.2687719424
657	0.2687617579
658	0.2687071461
659	0.2686920892
660	0.2686486996
661	0.2686203381
662	0.2686050316
663	0.2685914756
664	0.2685733749
665	0.268563454
666	0.268541912
667	0.2685240852
668	0.2685096939
669	0.2684953551
670	0.2684667986
671	0.2684374729
672	0.2684193423
673	0.2683844426
674	0.2683662006
675	0.2683066959
676	0.2682847952
677	0.2682658067
678	0.2682563771
679	0.268232019
680	0.2681843501
681	0.2681735178
682	0.2681404411
683	0.2680649541
684	0.2680410859
685	0.2680155982
686	0.2679726785
687	0.2678973069
688	0.2678912051
689	0.2678769374
690	0.267824995
691	0.2677908567
692	0.2677671909
693	0.2677416696
694	0.267688871
695	0.2676779535
696	0.2676589194
697	0.2676455663
698	0.2676272565
699	0.2676133061
700	0.2675941669
701	0.2675700869
702	0.2675490945
703	0.2675317304
704	0.2675186631
705	0.2674697026
706	0.267454023
707	0.267445571
708	0.2674079166
709	0.2674030018
710	0.2673548891
711	0.2673359911
712	0.2672731331
713	0.2672604536
714	0.2672499882
715	0.267211755
716	0.2671609394
717	0.2671146636
718	0.2670871436
719	0.267071266
720	0.267025307
721	0.2669926838
722	0.2669616544
723	0.2669395971
724	0.266926742
725	0.266917371
726	0.266896874
727	0.2668653483
728	0.2668308001
729	0.2668210497
730	0.2668078216
731	0.2667906024
732	0.26676853
733	0.266749107
734	0.2667145959
735	0.2666829278
736	0.2666441213
737	0.2666116078
738	0.266585331
739	0.2665620849
740	0.266543109
741	0.2665152444
742	0.2664977689
743	0.2664915186
744	0.2664716499
745	0.2664500855
746	0.2664357358
747	0.2663991933
748	0.266385754
749	0.2663797923
750	0.2663685362
751	0.2663380873
752	0.2663251319
753	0.2663125385
754	0.2662870142
755	0.266257343
756	0.2662389463
757	0.2661898986
758	0.2661696189
759	0.2661477525
760	0.2661390723
761	0.2661105396
762	0.2660921229
763	0.2660577586
764	0.2660180036
765	0.2660018631
766	0.2659698786
767	0.2659458009
768	0.2659213263
769	0.265883202
770	0.2658540267
771	0.2658262612
772	0.2657629664
773	0.2657401783
774	0.2657289308
775	0.2657142659
776	0.2656720171
777	0.265650604
778	0.2656433536
779	0.2656281599
780	0.2656068539
781	0.2655645642
782	0.2655389819
783	0.2655185832
784	0.2655011676
785	0.265476984
786	0.2654630438
787	0.2654245782
788	0.2653836393
789	0.2653623237
790	0.2653458126
791	0.2653236017
792	0.2653072237
793	0.2652774904
794	0.2652350665
795	0.2652000351
796	0.2651647925
797	0.2651235085
798	0.2651050942
799	0.2650742668
800	0.2650600418
801	0.2650386236
802	0.2650195579
803	0.2650007755
804	0.2649790272
805	0.264951035
806	0.2649317415
807	0.2649010186
808	0.2648723014
809	0.2648458017
810	0.2648310416
811	0.264797834
812	0.2647562568
813	0.2647477004
814	0.2647350508
815	0.2647199775
816	0.2647018653
817	0.2646497289
818	0.2646155869
819	0.2645987509
820	0.2645629205
821	0.2645394733
822	0.2645218722
823	0.2645035573
824	0.2644856179
825	0.2644727836
826	0.2644299728
827	0.2643853194
828	0.2643610472
829	0.2643264688
830	0.2643005941
831	0.264283486
832	0.2642543971
833	0.2642333061
834	0.264200752
835	0.2641954983
836	0.264167582
837	0.2641520167
838	0.2641239172
839	0.2640965444
840	0.2640602706
841	0.2640365682
842	0.2639936088
843	0.2639478883
844	0.263922883
845	0.2639051625
846	0.2638638968
847	0.2638188586
848	0.2637569809
849	0.2637415343
850	0.2637275098
851	0.2636802316
852	0.2636529199
853	0.2636462691
854	0.263622727
855	0.263579963
856	0.2635273828
857	0.2635045394
858	0.263470645
859	0.2634490491
860	0.2634141267
861	0.2634086029
862	0.2633905269
863	0.2633379148
864	0.2633180305
865	0.2633017588
866	0.2632674411
867	0.2632425198
868	0.2632155751
869	0.2631851304
870	0.2631666591
871	0.2631578549
872	0.263142161
873	0.2630800293
874	0.263048364
875	0.2630335369
876	0.2630139924
877	0.2629691808
878	0.2629203208
879	0.2628992302
880	0.2628890728
881	0.2628331138
882	0.2628035372
883	0.2627742384
884	0.2627446808
885	0.2627209172
886	0.2626944365
887	0.2626872098
888	0.2626713848
889	0.2626500949
890	0.2626159127
891	0.2625986153
892	0.2625779289
893	0.2625707981
894	0.2625646384
895	0.2625590476
896	0.262539529
897	0.2625258448
898	0.2625050612
899	0.2624902414
900	0.262481676
901	0.2624648392
902	0.2624437243
903	0.2623935155
904	0.2623694287
905	0.2623338405
906	0.2623122721
907	0.2622782878
908	0.2622735974
909	0.2622638772
910	0.2622550933
911	0.2622462458
912	0.2622320957
913	0.2622157847
914	0.2621823721
915	0.262168124
916	0.2621546338
917	0.2621111765
918	0.2621059061
919	0.2620894639
920	0.2620661321
921	0.2620319827
922	0.2620094442
923	0.2619695996
924	0.2619399125
925	0.2619285137
926	0.261895695
927	0.2618635331
928	0.2618464114
929	0.2618393648
930	0.2618235843
931	0.2617636308
932	0.2617158815
933	0.2617060378
934	0.261696806
935	0.2616676866
936	0.2616289745
937	0.2615999457
938	0.2615632906
939	0.2615293756
940	0.2615128801
941	0.2614563706
942	0.2614416899
943	0.2614308289
944	0.261394
945	0.2613864406
946	0.261346351
947	0.2613151947
948	0.2613059983
949	0.2612809409
950	0.2612679277
951	0.261247792
952	0.2612218606
953	0.2612098086
954	0.26118113
955	0.2611649488
956	0.261149692
957	0.2610757979
958	0.2610433813
959	0.2609974376
960	0.2609723925
961	0.2609423754
962	0.2609190541
963	0.2608980432
964	0.260868078
965	0.2608412441
966	0.2608354873
967	0.2608142151
968	0.2607889004
969	0.2607579808
970	0.2607451332
971	0.2607396617
972	0.260720929
973	0.260684573
974	0.2606498279
975	0.2606045127
976	0.2605726921
977	0.2605510409
978	0.2605208273
979	0.2604948685
980	0.2604787314
981	0.2604499073
982	0.260442898
983	0.2604151548
984	0.2604108594
985	0.2603601263
986	0.2603339598
987	0.2603121764
988	0.2603050616
989	0.2602860597
990	0.2602579392
991	0.2602355712
992	0.2602040851
993	0.2601616463
994	0.2601164005
995	0.260104844
996	0.2600925455
997	0.2600503254
998	0.2600132937
999	0.2599697278
4390643
083
999	0.2519585181
45
2734191
